,X,CensusTract,ClusterNum,Change_Population,Change_HouseUnits,Change_5To7_or_more_person_household,Change_Builst1939earlier,Change_Built_1940to1959,Change_VacantUnits,Y00_PCT_Units_HHIncome_25to50k,Y00_PCT_Units_HHIncome_50to75k,Chg_Educate_HighSchool_orLess,Chg_Educate_SomeCollege,dis,lat,long,Y13_Geography,Y13_County_NM,Y13_County
245,245,1400000US17031210700,1,-0.166504002,0.015437393,-0.154398791,0.183458115,-0.102141378,0.028331827,0.306097561,0.207317073,-0.082683545,-0.072916773,1.003922726,41.9357029,-87.7038401,"Census Tract 2107, Cook County, Illinois",Cook,Cook Illinois
246,246,1400000US17031210800,1,-0.199004975,-0.074226804,-0.100726996,0.185003148,-0.089370011,0.122503616,0.445585216,0.1724846,-0.076862896,-0.10305612,0.809351714,41.9357455,-87.6989334,"Census Tract 2108, Cook County, Illinois",Cook,Cook Illinois
247,247,1400000US17031210900,1,-0.059339994,0.099498328,-0.053731161,0.082617577,-0.19178984,0.03182217,0.35255814,0.2,-0.207295393,0.051660795,0.929084654,41.935439,-87.6933366,"Census Tract 2109, Cook County, Illinois",Cook,Cook Illinois
248,248,1400000US17031220300,2,-0.053626374,0.025201613,-0.004365881,0.158054437,-0.19570364,-0.049105727,0.301075269,0.248387097,-0.289930292,-0.060993073,0.852264444,41.9284646,-87.6950863,"Census Tract 2203, Cook County, Illinois",Cook,Cook Illinois
249,249,1400000US17031220400,2,-0.07751938,-0.060675883,-0.043990279,0.153259508,-0.070832081,-0.010129708,0.36416185,0.223781998,-0.209535024,0.046064873,0.436633319,41.9284315,-87.6999684,"Census Tract 2204, Cook County, Illinois",Cook,Cook Illinois
250,250,1400000US17031220500,2,-0.015501081,0.029249012,-0.057194631,0.115975422,-0.167537122,-0.0424546,0.317667537,0.174064404,-0.136067406,-0.039260507,0.688728449,41.9283965,-87.7049111,"Census Tract 2205, Cook County, Illinois",Cook,Cook Illinois
251,251,1400000US17031220601,1,-0.241786326,-0.085286018,-0.036234671,0.363045121,-0.217206999,0.002311919,0.292742927,0.152214022,-0.236890517,0.078743415,0.600307935,41.9258252,-87.7128836,"Census Tract 2206.01, Cook County, Illinois",Cook,Cook Illinois
252,252,1400000US17031220602,1,-0.272515736,-0.016636887,-0.099488362,0.244703013,-0.145737897,0.105427533,0.292742927,0.152214022,-0.202705071,-0.060606788,0.765091418,41.9293312,-87.7119813,"Census Tract 2206.02, Cook County, Illinois",Cook,Cook Illinois
253,253,1400000US17031220701,1,-0.039723864,0.060361095,-0.127214229,0.211707475,-0.127098221,-0.009556712,0.391897156,0.143747565,-0.114925387,0.059057608,0.594370306,41.9261554,-87.7215651,"Census Tract 2207.01, Cook County, Illinois",Cook,Cook Illinois
254,254,1400000US17031220702,1,-0.15802527,-0.042900773,-0.052558316,0.325564161,-0.201014027,0.080874814,0.386884207,0.149314419,-0.076772188,-0.036513986,0.384921425,41.9293687,-87.7242313,"Census Tract 2207.02, Cook County, Illinois",Cook,Cook Illinois
255,255,1400000US17031220901,1,-0.193415638,0.008435259,-0.151930488,0.200903386,-0.200573407,0.074373483,0.301544051,0.160762943,-0.104996623,0.04845257,0.392264302,41.9191816,-87.7212483,"Census Tract 2209.01, Cook County, Illinois",Cook,Cook Illinois
256,256,1400000US17031220902,1,-0.184478372,-0.006183106,-0.08439475,0.353425727,-0.187693385,0.065421195,0.301544051,0.160762943,-0.14604049,0.068820177,0.457294874,41.9227112,-87.7218357,"Census Tract 2209.02, Cook County, Illinois",Cook,Cook Illinois
257,257,1400000US17031221000,1,-0.102113643,0.023041475,-0.11610287,0.332955536,-0.189969693,0.027849047,0.384858044,0.201892744,-0.097298614,-0.034068483,0.380188006,41.9209604,-87.7152526,"Census Tract 2210, Cook County, Illinois",Cook,Cook Illinois
258,258,1400000US17031221100,2,-0.155114932,0.018190757,-0.082842997,0.296830748,-0.241809566,-0.042773336,0.323353293,0.143712575,-0.246011041,0.074292684,0.430753608,41.9210205,-87.7103609,"Census Tract 2211, Cook County, Illinois",Cook,Cook Illinois
259,259,1400000US17031221200,2,-0.149606299,0.05965203,-0.089089047,0.264210013,-0.31737331,0.020986518,0.366145354,0.204231831,-0.281468636,0.045882122,0.719530013,41.9210831,-87.70465,"Census Tract 2212, Cook County, Illinois",Cook,Cook Illinois
260,260,1400000US17031221300,2,-0.308893442,0.027080348,-0.162137934,0.195699828,-0.221216619,0.049770497,0.328497406,0.166260641,-0.322516196,-0.032106144,0.492249778,41.9211256,-87.6997541,"Census Tract 2213, Cook County, Illinois",Cook,Cook Illinois
261,261,1400000US17031221400,2,-0.091136319,0.115126152,-0.180569795,0.014474552,-0.109742798,-0.040140789,0.391384051,0.142988084,-0.293364795,0.110375964,0.575434836,41.9208013,-87.694532,"Census Tract 2214, Cook County, Illinois",Cook,Cook Illinois
262,262,1400000US17031221500,1,-0.244039271,-0.052262588,-0.102691795,0.115194657,-0.039087001,0.012467945,0.285030759,0.168831169,-0.10310142,0.057907992,1.130235168,41.9216468,-87.6899513,"Census Tract 2215, Cook County, Illinois",Cook,Cook Illinois
263,263,1400000US17031221600,2,0.010505581,-0.074026803,-0.010269612,-0.034457273,-0.117684132,-0.019327383,0.361924686,0.141562064,-0.229428497,0.046048896,0.364588597,41.9212499,-87.6850967,"Census Tract 2216, Cook County, Illinois",Cook,Cook Illinois
264,264,1400000US17031222200,2,0.118160652,0.088435374,-0.041070071,-0.034797297,-0.262387387,-0.043282313,0.275641026,0.201282051,-0.316993819,-0.099419188,0.736519356,41.9159095,-87.6838262,"Census Tract 2222, Cook County, Illinois",Cook,Cook Illinois
265,265,1400000US17031222500,1,-0.298305085,-0.121396055,-0.147722319,0.250700906,-0.263315905,0.024410252,0.368067227,0.18487395,-0.245747593,0.071429444,0.449200941,41.9157075,-87.6995964,"Census Tract 2225, Cook County, Illinois",Cook,Cook Illinois
266,266,1400000US17031222600,1,-0.144798745,0.07250342,-0.118595215,0.262671118,-0.239909647,0.006909741,0.371735791,0.062980031,-0.185506137,0.033665044,0.688194077,41.9156388,-87.7044797,"Census Tract 2226, Cook County, Illinois",Cook,Cook Illinois
267,267,1400000US17031222700,1,0.073877551,0.292682927,-0.187202212,0.234719041,-0.271064335,-0.012578616,0.28917609,0.180936995,-0.145348039,0.089604343,0.582041295,41.9154908,-87.7101914,"Census Tract 2227, Cook County, Illinois",Cook,Cook Illinois
268,268,1400000US17031222800,1,-0.255775578,0.239067055,-0.161575458,0.264103014,-0.32983904,0.063687189,0.378881988,0.01863354,-0.238333333,-0.001965812,0.416932617,41.9154349,-87.7150953,"Census Tract 2228, Cook County, Illinois",Cook,Cook Illinois
269,269,1400000US17031222900,1,-0.306177868,-0.090909091,-0.132954965,0.249198718,-0.330769231,0.050815851,0.259615385,0.088942308,-0.191246684,0.065517241,0.562021848,41.9155644,-87.7200744,"Census Tract 2229, Cook County, Illinois",Cook,Cook Illinois
270,270,1400000US17031230100,2,-0.22705314,0.019287834,-0.169130626,0.052563996,0.006244263,-0.00308398,0.297491039,0.103942652,-0.352636796,0.143536875,0.5319228,41.9120286,-87.7043681,"Census Tract 2301, Cook County, Illinois",Cook,Cook Illinois
271,271,1400000US17031230200,2,-0.260155575,0.118564743,-0.106083938,0.150221799,-0.124765023,0.140396913,0.356187291,0.172240803,-0.240536009,0.10340504,0.723339774,41.9118821,-87.7100949,"Census Tract 2302, Cook County, Illinois",Cook,Cook Illinois
272,272,1400000US17031230300,1,-0.148848684,-0.039215686,-0.221371355,0.414829542,-0.418523283,-0.074363079,0.356363636,0.178181818,-0.080639745,0.028492536,0.526786574,41.9118173,-87.7149889,"Census Tract 2303, Cook County, Illinois",Cook,Cook Illinois
273,273,1400000US17031230400,1,-0.126775199,0.007490637,-0.13406103,0.206913992,-0.200678041,0.083501571,0.327027027,0.182432432,-0.133936684,0.129193697,0.338821415,41.911832,-87.7215397,"Census Tract 2304, Cook County, Illinois",Cook,Cook Illinois
274,274,1400000US17031230500,3,-0.136008075,-0.025,-0.022132148,0.178962547,-0.107526122,0.042582418,0.333631485,0.104651163,-0.080235549,0.097111771,0.725505216,41.9117236,-87.7339493,"Census Tract 2305, Cook County, Illinois",Cook,Cook Illinois
275,275,1400000US17031230600,1,0.016756828,-0.02175884,-0.086615268,0.192237952,-0.069806249,-0.004188593,0.270980789,0.195652174,-0.051501084,-0.007497979,0.530326434,41.906189,-87.7339951,"Census Tract 2306, Cook County, Illinois",Cook,Cook Illinois
276,276,1400000US17031230700,1,-0.349533692,-0.032210835,-0.207274654,0.23580227,-0.073571921,0.142594927,0.334224599,0.162032086,-0.167161029,0.092189351,0.675751962,41.90634,-87.7215399,"Census Tract 2307, Cook County, Illinois",Cook,Cook Illinois
277,277,1400000US17031230800,2,-0.323680824,0,-0.228669154,0.068415907,-0.137275187,0.177184466,0.382428941,0.160206718,-0.365862554,-0.012728949,0.478533147,41.9058651,-87.7149563,"Census Tract 2308, Cook County, Illinois",Cook,Cook Illinois
278,278,1400000US17031230900,1,-0.250684515,0.066334165,-0.140934165,0.234893123,-0.143765703,0.054284308,0.275068493,0.120547945,-0.222403095,0.055553847,0.528839092,41.9067177,-87.7103553,"Census Tract 2309, Cook County, Illinois",Cook,Cook Illinois
279,279,1400000US17031231100,1,-0.289329685,-0.094170404,-0.067296996,0.24666769,-0.150408064,0.058828753,0.271317829,0.07751938,0.015746056,-0.044715933,0.556296349,41.8992542,-87.7150684,"Census Tract 2311, Cook County, Illinois",Cook,Cook Illinois
280,280,1400000US17031231200,1,-0.318572195,-0.018158236,-0.138975417,0.338104482,-0.19570905,0.173224569,0.264880952,0.148313492,0.003096021,0.018667803,0.616791142,41.8990614,-87.7213153,"Census Tract 2312, Cook County, Illinois",Cook,Cook Illinois
281,281,1400000US17031231500,1,-0.181854147,0.018702746,-0.02747376,0.248020249,-0.265086207,0.142178795,0.310742278,0.10603965,-0.011802369,0.008984965,0.601039369,41.8917318,-87.7186559,"Census Tract 2315, Cook County, Illinois",Cook,Cook Illinois
282,282,1400000US17031240200,2,0.166666667,0.033957845,-0.025781217,0.133149798,-0.151403956,-0.05544092,0.172029703,0.108910891,-0.059124038,-0.054800431,0.478394722,41.9124417,-87.6701816,"Census Tract 2402, Cook County, Illinois",Cook,Cook Illinois
283,283,1400000US17031240300,2,0.098360656,-0.072944297,0.024490762,-0.074330057,-0.093132428,-0.043079731,0.228878648,0.164362519,-0.158280172,-0.030303802,0.667531606,41.9123662,-87.6750713,"Census Tract 2403, Cook County, Illinois",Cook,Cook Illinois
284,284,1400000US17031240500,5,0.428205128,0.309398099,-0.012017612,-0.155529833,-0.100715715,0.006937017,0.176536313,0.274860335,-0.010722182,-0.066366217,0.621850434,41.91197,-87.6836365,"Census Tract 2405, Cook County, Illinois",Cook,Cook Illinois
285,285,1400000US17031240600,2,-0.078309509,0.393004115,-0.244499908,-0.158796326,-0.30094577,0.055911155,0.331838565,0.065022422,-0.377137442,-0.133763639,0.712327031,41.9121613,-87.6897092,"Census Tract 2406, Cook County, Illinois",Cook,Cook Illinois
286,286,1400000US17031240700,2,-0.025959978,0.164556962,-0.249890206,0.000918474,-0.236294646,-0.050829468,0.1663286,0.107505071,-0.274831525,-0.031489528,0.411533322,41.9121172,-87.6945994,"Census Tract 2407, Cook County, Illinois",Cook,Cook Illinois
287,287,1400000US17031240800,1,-0.259668508,0.032786885,-0.069810832,0.156136384,-0.179310396,0.030531703,0.255485893,0.23354232,-0.125599557,0.052963212,0.580190876,41.9121057,-87.6994822,"Census Tract 2408, Cook County, Illinois",Cook,Cook Illinois
288,288,1400000US17031240900,2,-0.241538462,0.147410359,-0.052237733,0.07594086,-0.055387545,0.149174137,0.192857143,0.119047619,-0.155497152,0.040628908,0.412695306,41.9062514,-87.6996006,"Census Tract 2409, Cook County, Illinois",Cook,Cook Illinois
289,289,1400000US17031241000,2,-0.255631033,-0.063926941,-0.155375942,0.045969409,-0.174364407,0.009121283,0.284993695,0.147540984,-0.201675606,-0.014548702,0.36305977,41.9079978,-87.6945344,"Census Tract 2410, Cook County, Illinois",Cook,Cook Illinois
290,290,1400000US17031241100,2,-0.185329018,0.027663331,-0.134725053,0.072642842,-0.23775961,0.003498116,0.246143528,0.167672703,-0.392611538,0.132329514,0.695733478,41.9066672,-87.689582,"Census Tract 2411, Cook County, Illinois",Cook,Cook Illinois
291,291,1400000US17031241200,2,0.234787953,0.095663265,0.023509077,0.006683717,-0.144530694,0.023201219,0.19682959,0.248348745,-0.169848757,-0.035963861,0.583902092,41.906707,-87.6846858,"Census Tract 2412, Cook County, Illinois",Cook,Cook Illinois
292,292,1400000US17031241300,6,0.050415512,0.055485498,-0.007438218,-0.022428315,-0.081857826,-0.004509289,0.271966527,0.221757322,-0.04739238,-0.06479164,0.297650994,41.9067715,-87.681025,"Census Tract 2413, Cook County, Illinois",Cook,Cook Illinois
293,293,1400000US17031241400,2,0.252477701,0.009012876,-0.012631,-0.146454523,-0.097525731,-0.079985505,0.199040767,0.163549161,-0.081986764,-0.147541279,0.630589343,41.9060234,-87.6753102,"Census Tract 2414, Cook County, Illinois",Cook,Cook Illinois
294,294,1400000US17031241500,2,0.033311346,-0.009628611,-0.068780228,-0.156156653,-0.018820717,-0.059179658,0.233100233,0.229215229,-0.321530947,-0.007488007,0.469397463,41.9083759,-87.6709374,"Census Tract 2415, Cook County, Illinois",Cook,Cook Illinois
295,295,1400000US17031241600,2,-0.184893972,-0.023059618,-0.115281761,-0.059506345,-0.177231484,-0.022463513,0.358909321,0.20862397,-0.426340008,-0.026403433,0.5216262,41.9067097,-87.6653277,"Census Tract 2416, Cook County, Illinois",Cook,Cook Illinois
296,296,1400000US17031242000,2,-0.164290143,-0.008572653,-0.072075607,-0.01796002,-0.14677248,0.012733151,0.19921875,0.159667969,-0.211728459,-0.055333633,0.325538134,41.8997371,-87.6649537,"Census Tract 2420, Cook County, Illinois",Cook,Cook Illinois
297,297,1400000US17031242100,2,-0.127718907,0.039473684,-0.073363046,-0.156184243,-0.145824037,-0.035331518,0.342377261,0.094315245,-0.401759816,-0.084059797,0.638709464,41.8996698,-87.6698375,"Census Tract 2421, Cook County, Illinois",Cook,Cook Illinois
298,298,1400000US17031242200,2,0.052809573,0.018056293,-0.034095435,-0.162635905,-0.030653647,-0.039625056,0.238434164,0.205219454,-0.249897475,-0.061206831,0.479180289,41.8995893,-87.6747188,"Census Tract 2422, Cook County, Illinois",Cook,Cook Illinois
299,299,1400000US17031242300,2,0.070818843,0.082590612,-0.060052219,0.053390601,-0.073734546,0.00248563,0.269100744,0.258958756,-0.238341615,0.009241882,0.745363195,41.8995065,-87.6796003,"Census Tract 2423, Cook County, Illinois",Cook,Cook Illinois
300,300,1400000US17031242400,2,-0.076848563,-0.08974359,-0.011271175,-0.012034683,-0.046006578,0.024239454,0.30655527,0.20437018,-0.048408796,-0.053540885,0.477782688,41.8994219,-87.68449,"Census Tract 2424, Cook County, Illinois",Cook,Cook Illinois
301,301,1400000US17031242500,2,0.098044541,0.078032787,-0.010698374,-0.014046899,-0.044659343,0.014338479,0.357142857,0.174603175,-0.20003715,0.061015141,0.55017183,41.8994455,-87.6893191,"Census Tract 2425, Cook County, Illinois",Cook,Cook Illinois
302,302,1400000US17031242600,2,-0.240360832,-0.006792453,-0.101376005,0.250967483,-0.225837013,0.04142255,0.212159864,0.172619048,-0.275093073,0.063911984,0.888291242,41.90056,-87.694197,"Census Tract 2426, Cook County, Illinois",Cook,Cook Illinois
303,303,1400000US17031242700,1,-0.289059501,-0.002463054,-0.215050023,0.250642068,-0.11943244,0.05327495,0.325170068,0.046258503,-0.380491011,0.120826875,0.80523106,41.8974254,-87.6993743,"Census Tract 2427, Cook County, Illinois",Cook,Cook Illinois
304,304,1400000US17031242800,1,0.016425756,0.032440056,-0.009425674,-0.009166625,-0.137222855,0.032993056,0.355519481,0.131493506,-0.098812455,-0.03700557,0.335931894,41.892632,-87.6903237,"Census Tract 2428, Cook County, Illinois",Cook,Cook Illinois
305,305,1400000US17031242900,1,-0.010167768,0.004140787,-0.085297419,0.055609041,-0.120775282,0.005865403,0.377562028,0.121898598,-0.041857345,-0.113684858,0.528498203,41.8921955,-87.6842896,"Census Tract 2429, Cook County, Illinois",Cook,Cook Illinois
306,306,1400000US17031243000,2,0.03654485,-0.001888574,-0.10418456,0.224646748,-0.247733103,-0.055587866,0.349945829,0.171180932,-0.136816057,-0.043634731,0.385086497,41.8922753,-87.6793981,"Census Tract 2430, Cook County, Illinois",Cook,Cook Illinois
307,307,1400000US17031243100,2,-0.143288591,-0.136029412,-0.082220059,-0.04471589,-0.112727025,-0.021018461,0.343283582,0.188059701,-0.228604137,-0.055248898,0.481674603,41.8923546,-87.6745068,"Census Tract 2431, Cook County, Illinois",Cook,Cook Illinois
308,308,1400000US17031243200,2,-0.02720785,-0.011787819,-0.041798865,-0.07083347,-0.106921876,-0.012625622,0.283935243,0.202988792,-0.31043867,-0.01250968,0.409309658,41.8924327,-87.6696238,"Census Tract 2432, Cook County, Illinois",Cook,Cook Illinois
309,309,1400000US17031243300,2,-0.127096534,-0.023993808,-0.068131188,0.000276968,-0.069088497,-0.021450247,0.294365013,0.201850294,-0.234005369,0.005421909,0.273196425,41.8924781,-87.6647388,"Census Tract 2433, Cook County, Illinois",Cook,Cook Illinois
310,310,1400000US17031243400,2,-0.174301354,-0.043653459,-0.112865767,-0.021198129,-0.041630908,-0.009452275,0.354006969,0.162369338,-0.208477597,0.026665447,0.713080601,41.8925577,-87.6598479,"Census Tract 2434, Cook County, Illinois",Cook,Cook Illinois
311,311,1400000US17031243500,5,0.476234856,0.501244813,-0.0303664,-0.321215728,-0.035356511,-0.0584014,0.260038241,0.152007648,-0.17227052,-0.05573385,0.399422041,41.8926536,-87.6525172,"Census Tract 2435, Cook County, Illinois",Cook,Cook Illinois
312,312,1400000US17031250200,3,-0.045987948,0.005263158,0.032419891,0.158230782,-0.091917644,0.1075062,0.339470656,0.132336018,-0.078738757,0.059791888,0.650971325,41.9123508,-87.751073,"Census Tract 2502, Cook County, Illinois",Cook,Cook Illinois
313,313,1400000US17031250300,3,-0.065355697,0.131932283,-0.090383614,0.158419244,-0.211682436,0.060097721,0.294080605,0.227959698,-0.026260504,-0.015873016,0.401161076,41.9128391,-87.7608384,"Census Tract 2503, Cook County, Illinois",Cook,Cook Illinois
314,314,1400000US17031250400,3,-0.128328944,-0.052910053,-0.063226453,0.288290818,-0.21843132,0.056348714,0.346604215,0.239812646,0.08004386,-0.047957847,0.427820244,41.9129078,-87.7753956,"Census Tract 2504, Cook County, Illinois",Cook,Cook Illinois
315,315,1400000US17031250500,4,-0.002239199,0.017807263,-0.030753029,0.111687045,-0.088918448,0.008895905,0.213980029,0.206847361,-0.128048752,0.038855358,0.569370458,41.9146186,-87.7967953,"Census Tract 2505, Cook County, Illinois",Cook,Cook Illinois
316,316,1400000US17031250600,1,-0.161449753,-0.03040774,-0.158191404,0.20529707,-0.079180215,0.016441715,0.245830312,0.208121827,-0.016411102,-0.012539895,0.464945536,41.9056935,-87.7706303,"Census Tract 2506, Cook County, Illinois",Cook,Cook Illinois
317,317,1400000US17031250700,3,-0.171440607,-0.011839323,-0.088729226,0.370489382,-0.240938755,0.07146963,0.362233318,0.195642306,0.039533829,-0.061710612,0.475820252,41.9058212,-87.76081,"Census Tract 2507, Cook County, Illinois",Cook,Cook Illinois
318,318,1400000US17031250800,1,-0.281977671,-0.048192771,-0.187941419,0.280696424,-0.171298142,0.052698712,0.349881797,0.159574468,0.005764652,-0.008226908,0.611929371,41.9061817,-87.7514677,"Census Tract 2508, Cook County, Illinois",Cook,Cook Illinois
319,319,1400000US17031251000,1,-0.079147641,-0.03908046,-0.027712724,0.260050192,-0.182369359,0.127767695,0.308823529,0.125,0.075479165,-0.082157256,0.701419218,41.8986945,-87.7448924,"Census Tract 2510, Cook County, Illinois",Cook,Cook Illinois
320,320,1400000US17031251100,1,-0.191286235,0.043227666,-0.092493843,0.250549005,-0.14524248,0.102706705,0.325480471,0.164290143,0.039204819,-0.062911915,0.793033436,41.8986248,-87.7520112,"Census Tract 2511, Cook County, Illinois",Cook,Cook Illinois
321,321,1400000US17031251200,1,-0.194465944,-0.04516129,-0.052520077,0.310486293,-0.198798799,0.116482612,0.290867229,0.234842671,-0.075319769,0.048766404,0.496727451,41.8985491,-87.760604,"Census Tract 2512, Cook County, Illinois",Cook,Cook Illinois
322,322,1400000US17031251300,1,-0.238025654,0.00782881,-0.135294451,0.276389293,-0.151745394,0.109790648,0.272219117,0.208496367,-0.016631645,0.010932277,0.7397292,41.8984251,-87.7703849,"Census Tract 2513, Cook County, Illinois",Cook,Cook Illinois
323,323,1400000US17031251400,1,-0.208216433,-0.007498661,-0.04177313,0.27040561,-0.196150021,0.106373342,0.304828389,0.107038976,-0.049808347,0.012475164,0.387975914,41.8909981,-87.7701296,"Census Tract 2514, Cook County, Illinois",Cook,Cook Illinois
324,324,1400000US17031251500,1,-0.238216099,-0.058415269,-0.085902663,0.198874028,-0.08587181,0.206757325,0.243193069,0.157178218,0.004820522,-0.026730285,0.768424753,41.8911117,-87.7603455,"Census Tract 2515, Cook County, Illinois",Cook,Cook Illinois
325,325,1400000US17031251600,1,-0.30575155,-0.052975327,-0.106784755,0.239158868,-0.258487786,0.096703535,0.288659794,0.125297383,-0.047295573,0.020589,0.705742669,41.8914065,-87.7518037,"Census Tract 2516, Cook County, Illinois",Cook,Cook Illinois
326,326,1400000US17031251700,1,-0.041666667,0.064327485,-0.097728631,0.321063272,-0.153926219,0.008643403,0.328600406,0.09127789,-0.0739797,-0.003105491,1.025703674,41.8913844,-87.7444793,"Census Tract 2517, Cook County, Illinois",Cook,Cook Illinois
327,327,1400000US17031251800,1,-0.201812591,0.001932367,-0.021807899,0.285649332,-0.109105605,0.137683489,0.225,0.15326087,0.022486493,-0.029284242,0.679033664,41.8841436,-87.7478885,"Census Tract 2518, Cook County, Illinois",Cook,Cook Illinois
328,328,1400000US17031251900,3,-0.183356071,0.012936611,-0.050961623,0.262945285,-0.109761826,0.151531273,0.307729237,0.122419587,-0.090058338,0.074539729,0.851827347,41.8838195,-87.760104,"Census Tract 2519, Cook County, Illinois",Cook,Cook Illinois
329,329,1400000US17031252000,1,-0.05460076,0.09321341,-0.084654324,0.244287531,-0.147035656,0.019383837,0.242647059,0.155330882,-0.008173013,-0.012498989,0.454079741,41.8836935,-87.7698734,"Census Tract 2520, Cook County, Illinois",Cook,Cook Illinois
330,330,1400000US17031252101,1,0.002505764,0.177393868,-0.088894149,0.292596654,-0.133843143,0.094759619,0.289938817,0.154316791,-0.054057175,-0.04092119,0.369980234,41.8738791,-87.7698569,"Census Tract 2521.01, Cook County, Illinois",Cook,Cook Illinois
331,331,1400000US17031252102,1,-0.217298684,-0.058539812,-0.082914151,0.164262555,-0.067253312,0.090950013,0.289938817,0.154316791,0.017901679,-0.041989967,0.514947618,41.8765923,-87.7598116,"Census Tract 2521.02, Cook County, Illinois",Cook,Cook Illinois
332,332,1400000US17031252201,3,-0.21714608,-0.08915641,-0.07360263,0.267682669,-0.173470403,0.081115407,0.260473588,0.174134791,-0.03320264,0.043466179,0.42569248,41.8766958,-87.7521051,"Census Tract 2522.01, Cook County, Illinois",Cook,Cook Illinois
333,333,1400000US17031252202,1,-0.172970988,0.004234056,-0.041232209,0.518866816,-0.343265941,0.10421479,0.260473588,0.174134791,-0.008359685,-0.000612357,0.618876868,41.8767584,-87.7445832,"Census Tract 2522.02, Cook County, Illinois",Cook,Cook Illinois
334,334,1400000US17031260100,1,-0.220040623,0.036240091,0.001593902,0.243191349,-0.198197761,0.316139094,0.173967459,0.025031289,-0.1136671,0.031649693,0.54985321,41.8843593,-87.7233345,"Census Tract 2601, Cook County, Illinois",Cook,Cook Illinois
335,335,1400000US17031260200,1,-0.276891048,0.105691057,-0.159311625,0.36391592,-0.463358299,0.143591583,0.336734694,0.209183673,-0.102445394,0.175357821,0.527437657,41.8843251,-87.7282293,"Census Tract 2602, Cook County, Illinois",Cook,Cook Illinois
336,336,1400000US17031260300,1,-0.333026679,-0.084791386,-0.043485575,0.267720865,-0.237515684,0.141881086,0.259150805,0.133235725,-0.158307391,0.129859312,0.386866315,41.8842758,-87.7331353,"Census Tract 2603, Cook County, Illinois",Cook,Cook Illinois
337,337,1400000US17031260400,1,-0.10041841,0.031746032,-0.005348757,0.232331166,-0.111896593,0.130647131,0.311608961,0.114052953,-0.124110275,0.102769717,0.597593541,41.8842145,-87.7380411,"Census Tract 2604, Cook County, Illinois",Cook,Cook Illinois
338,338,1400000US17031260500,1,-0.173724137,0.027620284,-0.055371966,0.368541352,-0.275583437,0.154074468,0.293563579,0.103610675,-0.0864237,0.050227337,0.56742302,41.8766639,-87.7377282,"Census Tract 2605, Cook County, Illinois",Cook,Cook Illinois
339,339,1400000US17031260600,1,-0.157784918,-0.130159949,0.017150888,0.338249899,-0.31469137,0.123825458,0.317704949,0.128333182,-0.153787922,0.104240341,0.658687001,41.8771077,-87.7328666,"Census Tract 2606, Cook County, Illinois",Cook,Cook Illinois
340,340,1400000US17031260700,1,-0.19775371,-0.027194067,-0.072385225,0.072181669,-0.046015498,0.136908006,0.345997286,0.039348711,-0.049180067,0.005308337,0.362351069,41.8770564,-87.7279958,"Census Tract 2607, Cook County, Illinois",Cook,Cook Illinois
341,341,1400000US17031260800,1,-0.122608079,0.081243731,-0.053315748,0.245738373,-0.171861722,0.214066132,0.305909618,0.121668598,0.022192408,0.022737173,0.439793509,41.8770848,-87.7230964,"Census Tract 2608, Cook County, Illinois",Cook,Cook Illinois
342,342,1400000US17031260900,1,-0.202423698,-0.015254237,-0.032924837,0.392553492,-0.289648801,0.151842236,0.316602317,0.086872587,-0.043777215,0.03486205,0.389030974,41.8710297,-87.7228141,"Census Tract 2609, Cook County, Illinois",Cook,Cook Illinois
343,343,1400000US17031261000,1,-0.154138915,-0.008056395,-0.030926603,0.399291072,-0.196374184,0.190502042,0.238479263,0.190092166,-0.044964659,0.066270754,0.498941074,41.8713379,-87.7320094,"Census Tract 2610, Cook County, Illinois",Cook,Cook Illinois
344,344,1400000US17031270500,2,0.286012526,0.232026144,-0.027071545,0.201803302,-0.196823145,0.00058078,0.169981917,0.066907776,0.037493801,-0.113642889,0.48511169,41.8762323,-87.7177928,"Census Tract 2705, Cook County, Illinois",Cook,Cook Illinois
345,345,1400000US17031271200,1,0.106646059,0.138173302,-0.12423053,0.40039543,-0.241131572,0.099440059,0.282122905,0.092178771,-0.101474541,0.122821308,0.48012115,41.8773597,-87.7035621,"Census Tract 2712, Cook County, Illinois",Cook,Cook Illinois
346,346,1400000US17031271300,1,-0.045081967,0.025700935,-0.088569406,0.364960373,-0.297302716,0.064590297,0.268221574,0.072886297,-0.194820939,0.082103321,0.488291134,41.877304,-87.7084528,"Census Tract 2713, Cook County, Illinois",Cook,Cook Illinois
347,347,1400000US17031271400,1,-0.093439364,0.04784689,-0.105196988,0.326859074,-0.221348306,0.070408483,0.326848249,0.163424125,-0.102028439,0.083226633,0.421478537,41.8772429,-87.7133314,"Census Tract 2714, Cook County, Illinois",Cook,Cook Illinois
348,348,1400000US17031271500,3,-0.122901276,0.060377358,-0.045653706,0.12962963,-0.124086908,0.073947492,0.306843267,0.165562914,0.152697489,-0.147659596,0.464639575,41.8717861,-87.7131559,"Census Tract 2715, Cook County, Illinois",Cook,Cook Illinois
349,349,1400000US17031271800,1,-0.257401316,0.064516129,-0.074136009,0.409106299,-0.285608754,0.284102017,0.252279635,0.179331307,-0.040131973,-0.030545156,0.560049889,41.8714964,-87.6984897,"Census Tract 2718, Cook County, Illinois",Cook,Cook Illinois
