,X,CensusTract,ClusterNum,Change_Population,Change_HouseUnits,Change_5To7_or_more_person_household,Change_Builst1939earlier,Change_Built_1940to1959,Change_VacantUnits,Y00_PCT_Units_HHIncome_25to50k,Y00_PCT_Units_HHIncome_50to75k,Chg_Educate_HighSchool_orLess,Chg_Educate_SomeCollege,dis,lat,long,Y13_Geography,Y13_County_NM,Y13_County
1,1,1400000US17031010100,1,-0.056425806,0.045712436,-0.048353014,0.12430019,-0.127121451,0.035201461,0.315484159,0.136546185,-0.109116494,0.040231203,0.729543545,42.0212617,-87.6698442,"Census Tract 101, Cook County, Illinois",Cook,Cook Illinois
2,2,1400000US17031010201,1,-0.032786885,0.060919324,-0.063155323,0.082593812,-0.106211357,0.070163622,0.412176724,0.156788793,-0.130826196,0.03746493,0.568962698,42.0160076,-87.6801485,"Census Tract 102.01, Cook County, Illinois",Cook,Cook Illinois
3,3,1400000US17031010202,1,-0.177912158,0.069033511,-0.113847134,0.137957942,-0.14529222,0.063734082,0.412176724,0.156788793,-0.170794442,0.078061474,2.232674729,42.0160503,-87.6733216,"Census Tract 102.02, Cook County, Illinois",Cook,Cook Illinois
4,4,1400000US17031010300,1,-0.087832757,-0.000914355,-0.008041828,0.226459998,-0.075139668,0.09555646,0.352727273,0.171570248,0.043656468,0.019721979,0.979099285,42.0159407,-87.6665351,"Census Tract 103, Cook County, Illinois",Cook,Cook Illinois
5,5,1400000US17031010400,1,-0.118497653,-0.091314935,-0.024214694,0.115777604,0.000825827,0.127633184,0.313109885,0.162070429,-0.052634864,-0.065864124,1.966721592,42.0064028,-87.657135,"Census Tract 104, Cook County, Illinois",Cook,Cook Illinois
6,6,1400000US17031010501,2,-0.1986034,0.014843404,-0.030669909,0.011979285,-0.049680198,0.074862122,0.321687183,0.121832006,-0.211955839,0.04938539,2.876427357,42.0094117,-87.6639581,"Census Tract 105.01, Cook County, Illinois",Cook,Cook Illinois
7,7,1400000US17031010502,1,0.016954824,-0.001517085,0.038854067,0.145076048,-0.042214975,0.100148543,0.321687183,0.121832006,-0.09788104,0.015585556,0.9284426,42.0045171,-87.6633275,"Census Tract 105.02, Cook County, Illinois",Cook,Cook Illinois
8,8,1400000US17031010503,1,-0.064386318,0.005471198,0.001087166,-0.028298832,-0.115284605,0.083335792,0.321687183,0.121832006,0.071946841,-0.138549306,4.579427433,42.00032,-87.6631269,"Census Tract 105.03, Cook County, Illinois",Cook,Cook Illinois
9,9,1400000US17031010600,1,-0.032320981,0.037308673,-0.05086141,0.059602753,-0.134781395,-0.032284465,0.367682301,0.158165012,-0.049537331,0.02365077,2.137380557,42.0062784,-87.6676833,"Census Tract 106, Cook County, Illinois",Cook,Cook Illinois
10,10,1400000US17031010701,2,-0.060519419,0.090300015,-0.028302786,0.211357511,-0.098885073,-0.000951318,0.365521004,0.159574468,-0.142539277,-0.012207286,0.983252655,42.0091481,-87.6786203,"Census Tract 107.01, Cook County, Illinois",Cook,Cook Illinois
11,11,1400000US17031010702,1,-0.16388973,-0.044319473,-0.036871652,0.242275162,-0.112974695,0.131576884,0.365521004,0.159574468,-0.107099643,-0.021758656,0.786647814,42.0090199,-87.6727257,"Census Tract 107.02, Cook County, Illinois",Cook,Cook Illinois
12,12,1400000US17031020100,3,0.150279623,0.050961449,0.045730098,0.100530093,-0.140601029,0.079157701,0.382045379,0.201327105,0.00606536,-0.009159106,0.844816607,42.0157197,-87.6871154,"Census Tract 201, Cook County, Illinois",Cook,Cook Illinois
13,13,1400000US17031020200,4,0.03260356,0.009077879,0.015551262,0.039034109,-0.053078036,0.063739929,0.215992199,0.274987811,-0.01105174,-0.002901231,0.887505337,42.0156903,-87.6995191,"Census Tract 202, Cook County, Illinois",Cook,Cook Illinois
14,14,1400000US17031020301,5,0.25944645,0.19515293,0.094065292,-0.144263392,-0.091358249,0.094251477,0.308071632,0.176745393,-0.076642166,0.059690778,2.037013386,42.0068651,-87.7051865,"Census Tract 203.01, Cook County, Illinois",Cook,Cook Illinois
15,15,1400000US17031020302,1,-0.056438127,-0.149214992,0.021215423,0.293351137,0.007676306,0.093885538,0.308071632,0.176745393,-0.005473046,-0.04394182,1.001126287,42.0085406,-87.6949634,"Census Tract 203.02, Cook County, Illinois",Cook,Cook Illinois
16,16,1400000US17031020400,4,0.088912363,0.058787858,-0.037781592,-0.025452378,0.023941923,0.048732188,0.350618739,0.197407189,-0.052067123,0.037466346,1.098640838,42.0084869,-87.6859126,"Census Tract 204, Cook County, Illinois",Cook,Cook Illinois
17,17,1400000US17031020500,1,-0.146809712,0.024234694,-0.035411124,0.286171224,-0.069134877,0.083231144,0.362827924,0.153401512,0.094428134,-0.039020464,0.940349382,42.0013129,-87.6841982,"Census Tract 205, Cook County, Illinois",Cook,Cook Illinois
18,18,1400000US17031020601,3,0.080085162,0.054893131,0.055485935,-0.097802814,-0.027523745,0.148106729,0.266995933,0.182161534,0.092858964,-0.047271475,0,42.0008746,-87.7018025,"Census Tract 206.01, Cook County, Illinois",Cook,Cook Illinois
19,19,1400000US17031020602,3,-0.109198006,0.004244085,-0.049705573,0.321545303,-0.239860061,0.048788881,0.266995933,0.182161534,-0.026786962,-0.034556398,0.448752248,42.0013156,-87.6936373,"Census Tract 206.02, Cook County, Illinois",Cook,Cook Illinois
20,20,1400000US17031020701,2,0.14490161,0.259589542,-0.019026468,0.073474614,0.002901162,0.066477832,0.298882682,0.238128492,-0.185494259,0.088742107,0.646502137,41.9868915,-87.7036897,"Census Tract 207.01, Cook County, Illinois",Cook,Cook Illinois
21,21,1400000US17031020702,3,0.120749965,0.073244452,0.034317724,0.041600957,-0.13157241,0.040231592,0.298882682,0.238128492,0.009227706,0.005087773,4.05031459,41.995289,-87.7053882,"Census Tract 207.02, Cook County, Illinois",Cook,Cook Illinois
22,22,1400000US17031020801,1,-0.141092211,0.149833072,-0.102630958,0.206181914,-0.141760679,0.083108878,0.307392996,0.190203708,-0.059839989,0.080925506,1.574471491,41.9868081,-87.6944149,"Census Tract 208.01, Cook County, Illinois",Cook,Cook Illinois
23,23,1400000US17031020802,3,-0.043151227,-0.087646898,0.1554314,0.188264123,-0.097214547,0.124760443,0.307392996,0.190203708,-0.053980278,-0.061200756,1.066953059,41.9940592,-87.6946306,"Census Tract 208.02, Cook County, Illinois",Cook,Cook Illinois
24,24,1400000US17031020901,1,-0.14864994,-0.001894207,-0.061902586,0.190466278,-0.074133221,0.107563139,0.366657036,0.207743427,-0.084315636,0.03405062,4.358364873,41.9950577,-87.6864264,"Census Tract 209.01, Cook County, Illinois",Cook,Cook Illinois
25,25,1400000US17031020902,4,0.037914689,0.155773702,-0.073476604,-0.248806387,0.176591195,0.06605814,0.366657036,0.207743427,-0.004535781,0.018560266,0.674921402,41.9942499,-87.6786971,"Census Tract 209.02, Cook County, Illinois",Cook,Cook Illinois
26,26,1400000US17031030101,1,-0.171728291,0.0017036,-0.027178701,0.067608727,-0.024936318,0.031687809,0.333429312,0.140368557,-0.11778121,-0.012722764,0.895335772,41.9913475,-87.655042,"Census Tract 301.01, Cook County, Illinois",Cook,Cook Illinois
27,27,1400000US17031030102,1,-0.109350862,0.094469405,-0.012698416,0.04627216,0.022324644,0.024371811,0.333429312,0.140368557,-0.012534749,0.038111085,1.03026029,41.9930264,-87.6550225,"Census Tract 301.02, Cook County, Illinois",Cook,Cook Illinois
28,28,1400000US17031030103,4,0.084288373,0.089541961,-0.032104809,0.216019719,-0.207477604,-0.019874809,0.333429312,0.140368557,0.060150205,-0.118647594,1.402325457,41.9955241,-87.6551527,"Census Tract 301.03, Cook County, Illinois",Cook,Cook Illinois
29,29,1400000US17031030104,3,0.056089893,-0.270252348,-0.026418375,0.079699537,-0.073275992,0.039677243,0.333429312,0.140368557,0.052880846,0.04550233,0.613864734,41.9973166,-87.6559766,"Census Tract 301.04, Cook County, Illinois",Cook,Cook Illinois
30,30,1400000US17031030200,2,-0.033355909,-0.054648687,-0.000926461,0.141710198,-0.16315002,0.028192316,0.353794643,0.226190476,-0.149325601,0.034061231,1.013942998,41.9944414,-87.66523,"Census Tract 302, Cook County, Illinois",Cook,Cook Illinois
31,31,1400000US17031030300,3,-0.206121343,0.050203528,-0.059076793,0.000780979,-0.034182505,0.066237698,0.340925267,0.155160142,-0.173719479,0.053428462,0.907339471,41.9943875,-87.6725348,"Census Tract 303, Cook County, Illinois",Cook,Cook Illinois
32,32,1400000US17031030400,1,-0.181473285,-0.087542088,-0.049470562,0.067832072,-0.097019394,-0.023869693,0.276899925,0.16854778,-0.133825059,-0.019899059,6.325513151,41.9869515,-87.6720788,"Census Tract 304, Cook County, Illinois",Cook,Cook Illinois
33,33,1400000US17031030500,2,-0.134410721,-0.007869059,-0.100379054,0.09908683,-0.166519871,0.059437059,0.351630073,0.21091151,-0.152927699,-0.061663083,0.683340013,41.987226,-87.6649359,"Census Tract 305, Cook County, Illinois",Cook,Cook Illinois
34,34,1400000US17031030601,1,-0.214232581,-0.046233954,-0.008023787,0.102136752,-0.047633136,0.15042735,0.29700368,0.14490976,-0.121672547,0.023677236,2.015880564,41.9888802,-87.6549042,"Census Tract 306.01, Cook County, Illinois",Cook,Cook Illinois
35,35,1400000US17031030603,1,-0.1508,-0.072885602,0.016298274,0.223140571,-0.156452922,0.071367521,0.29700368,0.14490976,-0.213675804,0.116020566,0.429214384,41.9854762,-87.6583979,"Census Tract 306.03, Cook County, Illinois",Cook,Cook Illinois
36,36,1400000US17031030604,2,-0.175317186,0.04089631,-0.027334852,-0.092931204,-0.050519503,0.067360235,0.29700368,0.14490976,-0.181006441,-0.014934981,0.4784965,41.9856712,-87.6528374,"Census Tract 306.04, Cook County, Illinois",Cook,Cook Illinois
37,37,1400000US17031030701,4,0.427369497,0.085711602,0.004058392,0.129761705,0.142191599,-0.04685902,0.309731599,0.142927713,-0.1241725,0.107215408,0.800054975,41.9827453,-87.6579659,"Census Tract 307.01, Cook County, Illinois",Cook,Cook Illinois
38,38,1400000US17031030702,2,-0.069799226,0.081175285,-0.026016796,-0.217413581,-0.086488368,0.051654157,0.309731599,0.142927713,-0.149159816,-0.060255503,0.697182259,41.9806894,-87.6548217,"Census Tract 307.02, Cook County, Illinois",Cook,Cook Illinois
39,39,1400000US17031030703,1,-0.183752072,-0.112956721,-0.026016796,0.065914315,-0.029833913,0.055012864,0.309731599,0.142927713,-0.114060764,-0.051128755,1.034248161,41.9788748,-87.6578708,"Census Tract 307.03, Cook County, Illinois",Cook,Cook Illinois
40,40,1400000US17031030706,2,-0.120973773,0.061410329,-0.01313234,0.021697451,0.085839173,0.064567632,0.309731599,0.142927713,-0.187719432,0.08244507,1.295589557,41.9804564,-87.650973,"Census Tract 307.06, Cook County, Illinois",Cook,Cook Illinois
41,41,1400000US17031030800,4,-0.108658744,-0.013299013,-0.034485221,0.051934232,-0.057879059,0.079366385,0.357562077,0.227088036,-0.151971989,0.012022256,2.381873,41.9799123,-87.664188,"Census Tract 308, Cook County, Illinois",Cook,Cook Illinois
42,42,1400000US17031030900,2,-0.092443952,-0.039823009,-0.075644646,0.129207035,-0.146378906,0.007969845,0.305851064,0.249335106,-0.198585729,0.029722457,0.846138199,41.9797951,-87.6714454,"Census Tract 309, Cook County, Illinois",Cook,Cook Illinois
43,43,1400000US17031031000,2,-0.261587884,0.061709661,-0.079987827,0.090741237,-0.0831629,0.107900937,0.350190321,0.243066884,-0.159051998,-0.015693248,0.91968527,41.972437,-87.6711094,"Census Tract 310, Cook County, Illinois",Cook,Cook Illinois
44,44,1400000US17031031100,2,-0.165251728,0.021685761,-0.071211463,0.049624525,-0.102617413,0.047233603,0.312201476,0.225358228,-0.19384141,0.01409979,1.242220715,41.9726684,-87.6638662,"Census Tract 311, Cook County, Illinois",Cook,Cook Illinois
45,45,1400000US17031031200,1,-0.14006462,0.116391185,-0.051737747,0.052005105,-0.037664231,0.099888388,0.187060998,0.075415896,-0.161950507,0.004972705,1.112707044,41.9727092,-87.657341,"Census Tract 312, Cook County, Illinois",Cook,Cook Illinois
46,46,1400000US17031031300,1,-0.014082653,-0.032545805,-0.016903937,0.160436933,-0.033153041,-0.000981201,0.28491478,0.132790639,-0.033511484,0.019201146,4.512144443,41.9737631,-87.6465284,"Census Tract 313, Cook County, Illinois",Cook,Cook Illinois
47,47,1400000US17031031400,4,-0.142669297,-0.166089965,-0.009204807,0.104830753,0.054674152,0.025317767,0.276399898,0.230887241,-0.016436938,-0.120178639,0.76935302,41.9594315,-87.6417542,"Census Tract 314, Cook County, Illinois",Cook,Cook Illinois
48,48,1400000US17031031501,2,-0.348695823,-0.158159958,-0.09214384,0.003797158,-0.075805569,0.120926138,0.213910134,0.103967495,-0.223382641,0.012048167,0.583883362,41.9672853,-87.65245,"Census Tract 315.01, Cook County, Illinois",Cook,Cook Illinois
49,49,1400000US17031031502,2,-0.108751229,0.100978284,-0.054824569,0.106825802,0.009835738,0.013419994,0.213910134,0.103967495,-0.215494274,0.058375206,0.935898531,41.9636326,-87.6523656,"Census Tract 315.02, Cook County, Illinois",Cook,Cook Illinois
50,50,1400000US17031031700,4,-0.121402757,0.026014568,-0.042306593,-0.008374791,-0.000764079,0.045136067,0.258992806,0.114277809,-0.141195272,-0.002311732,1.709714523,41.9654466,-87.6631954,"Census Tract 317, Cook County, Illinois",Cook,Cook Illinois
51,51,1400000US17031031800,2,-0.105846774,-0.012072435,-0.026147443,-0.083843524,-0.009272648,0.015717523,0.253918495,0.206896552,-0.212544211,-0.053049426,0.620500408,41.9670114,-87.6706209,"Census Tract 318, Cook County, Illinois",Cook,Cook Illinois
52,52,1400000US17031031900,2,-0.093013972,0.033127889,-0.027769442,0.01342807,-0.117659724,-0.008889946,0.268852459,0.228688525,-0.097793548,0.049354839,0.388222138,41.963374,-87.6701841,"Census Tract 319, Cook County, Illinois",Cook,Cook Illinois
53,53,1400000US17031032100,2,-0.091643853,0.04059633,-0.007392813,0.076704942,-0.149319762,0.022199327,0.311357074,0.155197305,-0.074182407,-0.089019173,0.39942235,41.9581538,-87.6530179,"Census Tract 321, Cook County, Illinois",Cook,Cook Illinois
54,54,1400000US17031040100,1,-0.116460638,0.04570185,-0.051695034,0.172419123,-0.1976207,0.084156986,0.314040115,0.170773639,-0.169770373,0.001152299,0.359919115,41.9854807,-87.6829955,"Census Tract 401, Cook County, Illinois",Cook,Cook Illinois
55,55,1400000US17031040201,2,-0.240453676,0.013632536,-0.063637605,0.111381094,-0.166531159,0.071411621,0.343717186,0.211585579,-0.230389644,-0.042213339,0.317413594,41.9725804,-87.6940005,"Census Tract 402.01, Cook County, Illinois",Cook,Cook Illinois
56,56,1400000US17031040202,4,-0.13526333,0.012630046,-0.07243155,-0.104976177,-0.082263021,0.085901267,0.343717186,0.211585579,-0.109175055,0.011329372,0.279150732,41.9798549,-87.694096,"Census Tract 402.02, Cook County, Illinois",Cook,Cook Illinois
57,57,1400000US17031040300,1,-0.247264123,-0.013617021,-0.104734691,-0.015052595,0.04126962,0.105733115,0.311013216,0.211453744,-0.150815705,-0.020719882,0.62358125,41.9768011,-87.7019748,"Census Tract 403, Cook County, Illinois",Cook,Cook Illinois
58,58,1400000US17031040401,2,-0.133384741,-0.133738274,0.001676519,0.135818245,-0.081593462,0.046485605,0.355879292,0.162851197,-0.173109094,0.000134851,0.606597462,41.9720667,-87.6860816,"Census Tract 404.01, Cook County, Illinois",Cook,Cook Illinois
59,59,1400000US17031040402,2,-0.124831786,0.047190585,-0.075589546,-0.056585646,-0.063569245,-0.00566817,0.355879292,0.162851197,-0.156429043,-0.068311446,0.583024978,41.972545,-87.678818,"Census Tract 404.02, Cook County, Illinois",Cook,Cook Illinois
60,60,1400000US17031040600,2,-0.07633309,-0.043884892,0.013065077,0.036022535,-0.064751408,0.031359653,0.333833458,0.185296324,-0.226146427,-0.005029454,0.490202777,41.9668338,-87.6840181,"Census Tract 406, Cook County, Illinois",Cook,Cook Illinois
61,61,1400000US17031040700,2,-0.117056856,-0.030066146,-0.044987836,0.066377025,-0.111365333,0.014375085,0.366990291,0.203883495,-0.13096516,0.01544119,0.62806666,41.9668057,-87.6940853,"Census Tract 407, Cook County, Illinois",Cook,Cook Illinois
62,62,1400000US17031040800,2,-0.006749156,0.01618929,-0.03175497,0.082583497,-0.151768402,-0.006782165,0.351804124,0.222938144,-0.122059422,-0.101332926,0.522224825,41.9631627,-87.6923034,"Census Tract 408, Cook County, Illinois",Cook,Cook Illinois
63,63,1400000US17031040900,2,0.048721659,-0.065531915,0.007646518,0.023302873,-0.08010133,0.01891563,0.398275862,0.143965517,-0.194047049,-0.060216597,0.319603325,41.9631847,-87.6838544,"Census Tract 409, Cook County, Illinois",Cook,Cook Illinois
64,64,1400000US17031050100,2,0.112657677,0.009577015,-0.011263791,-0.120695854,-0.089433591,0.025662994,0.362054681,0.18061309,-0.189649274,-0.033435375,0.385518479,41.9578451,-87.676373,"Census Tract 501, Cook County, Illinois",Cook,Cook Illinois
65,65,1400000US17031050200,4,0.11057587,0.155879672,-0.022740125,-0.106130068,-0.057105484,0.018556488,0.330383481,0.194690265,-0.099992972,-0.001827519,0.421429035,41.9577405,-87.6837168,"Census Tract 502, Cook County, Illinois",Cook,Cook Illinois
66,66,1400000US17031050300,2,0.075191164,0.059139785,-0.024264019,0.045139312,-0.08306599,-0.024357295,0.324737345,0.226361032,-0.143700165,0.008142592,0.94864638,41.957678,-87.6915186,"Census Tract 503, Cook County, Illinois",Cook,Cook Illinois
67,67,1400000US17031050500,2,0.090756655,-0.052327977,0.004897146,0.039396961,-0.080051909,0.005796385,0.273162244,0.221400609,-0.12043067,-0.083326155,0.505881868,41.9504474,-87.6835073,"Census Tract 505, Cook County, Illinois",Cook,Cook Illinois
68,68,1400000US17031050600,4,0.281618024,0.078154426,-0.000277881,0.000414002,-0.081105599,0.007545292,0.173267327,0.306930693,-0.076469117,-0.049884161,0.702106012,41.9505466,-87.6761813,"Census Tract 506, Cook County, Illinois",Cook,Cook Illinois
69,69,1400000US17031050700,2,-0.041237113,-0.06641604,0.032861052,0.002376957,-0.025912332,-0.006721502,0.257452575,0.200542005,-0.103434435,-0.048356759,0.648589857,41.945071,-87.6760595,"Census Tract 507, Cook County, Illinois",Cook,Cook Illinois
70,70,1400000US17031050800,2,0.069785884,-0.063467492,0.043586982,0.095068314,-0.154130303,0.030432669,0.189368771,0.264119601,-0.165889817,-0.105862725,0.445853521,41.9450095,-87.6809279,"Census Tract 508, Cook County, Illinois",Cook,Cook Illinois
71,71,1400000US17031050900,2,0.116847826,-0.018691589,0.039395662,0.16362545,-0.239993389,0.040498442,0.410977242,0.215528782,-0.291145833,-0.006009615,0.46763524,41.9449466,-87.685778,"Census Tract 509, Cook County, Illinois",Cook,Cook Illinois
72,72,1400000US17031051000,2,0.12066474,0.136826783,-0.025271792,0.036988124,-0.15844112,0.052591851,0.380126183,0.253943218,-0.064246832,0.007816725,0.787384244,41.9413024,-87.6857317,"Census Tract 510, Cook County, Illinois",Cook,Cook Illinois
73,73,1400000US17031051100,2,0.159889731,0.052777778,-0.022519255,0.13888256,-0.248355517,-0.021811785,0.31838565,0.216741405,-0.087463819,-0.108749723,0.649535669,41.9413652,-87.6808266,"Census Tract 511, Cook County, Illinois",Cook,Cook Illinois
74,74,1400000US17031051200,4,0.010539368,-0.057618438,-0.008474633,-0.008711637,-0.106857417,-0.0331393,0.265077139,0.21598878,-0.023613064,-0.11169849,0.633314317,41.9414211,-87.6759518,"Census Tract 512, Cook County, Illinois",Cook,Cook Illinois
75,75,1400000US17031051300,6,0.08033241,-0.000823045,0.017505939,-0.097779817,-0.045572902,0.054402343,0.188762072,0.158033363,-0.102298344,-0.102315767,0.523118814,41.9359958,-87.6758404,"Census Tract 513, Cook County, Illinois",Cook,Cook Illinois
76,76,1400000US17031051400,2,-0.106887467,0.146634615,-0.018062186,0.056824972,-0.233130843,0.194850965,0.18,0.1,-0.331984269,0.026093555,0.748724618,41.9357489,-87.6809905,"Census Tract 514, Cook County, Illinois",Cook,Cook Illinois
77,77,1400000US17031060100,4,-0.01525553,0.002177068,0.034065978,-0.013511528,-0.063153145,0.077402841,0.228122663,0.209424084,-0.095478568,-0.00074397,0.398515703,41.9575311,-87.6666112,"Census Tract 601, Cook County, Illinois",Cook,Cook Illinois
78,78,1400000US17031060200,4,-0.220806794,-0.010050251,-0.038864674,0.059221658,0.046531303,0.081439346,0.309666382,0.265183918,-0.106941196,0.02287003,0.422778379,41.9579036,-87.6715175,"Census Tract 602, Cook County, Illinois",Cook,Cook Illinois
79,79,1400000US17031060300,2,0.14857745,-0.040587824,0.00316795,-0.077009145,-0.021534264,0.016256465,0.208208955,0.232835821,-0.114933872,-0.097542836,0.578659696,41.9506061,-87.6713317,"Census Tract 603, Cook County, Illinois",Cook,Cook Illinois
80,80,1400000US17031060400,4,0.304293325,0,0.025046434,-0.235680191,-0.146778043,0.029832936,0.238509317,0.18757764,-0.089159658,-0.010539413,0.789334451,41.9506732,-87.6665364,"Census Tract 604, Cook County, Illinois",Cook,Cook Illinois
81,81,1400000US17031060500,6,-0.063157895,-0.001237624,0.000560612,-0.026026999,0.050167098,0.075668348,0.232214765,0.106040268,-0.002571413,-0.012370731,0.56172247,41.95272,-87.6605008,"Census Tract 605, Cook County, Illinois",Cook,Cook Illinois
82,82,1400000US17031060800,2,-0.077656936,-0.040702537,-0.000853271,0.044655792,-0.025369205,0.069874041,0.362385321,0.259747706,-0.024496142,-0.097040106,0.429242318,41.953959,-87.6426489,"Census Tract 608, Cook County, Illinois",Cook,Cook Illinois
83,83,1400000US17031060900,4,-0.062213959,-0.006752846,0.014866637,0.096803683,-0.042256482,0.106525075,0.333534258,0.192485433,-0.001033564,0.010013822,0.649254438,41.9515166,-87.6417784,"Census Tract 609, Cook County, Illinois",Cook,Cook Illinois
84,84,1400000US17031061000,4,0.037220844,-0.067567568,-0.006666667,0.005816043,-0.189986182,0.002440568,0.281001138,0.182025028,0.013423398,-0.013171529,0.428861158,41.9492206,-87.6519703,"Census Tract 610, Cook County, Illinois",Cook,Cook Illinois
85,85,1400000US17031061100,4,-0.000797448,0.011412268,-0.003830851,-0.026397938,-0.162411644,0.146250873,0.191044776,0.204477612,0.003137407,-0.015178308,0.682518893,41.9491397,-87.6568035,"Census Tract 611, Cook County, Illinois",Cook,Cook Illinois
86,86,1400000US17031061200,4,0.250544662,-0.042008197,0.049399268,0.143790971,-0.120138613,-0.015764443,0.157894737,0.161052632,-0.061656676,-0.016049046,0.402052026,41.9490599,-87.6616427,"Census Tract 612, Cook County, Illinois",Cook,Cook Illinois
87,87,1400000US17031061500,4,0.207142857,-0.073145246,0.024134694,-0.021844895,-0.070317082,0.011190315,0.244348762,0.206673843,-0.014331383,-0.010376469,0.53847825,41.9452818,-87.6615447,"Census Tract 615, Cook County, Illinois",Cook,Cook Illinois
88,88,1400000US17031061800,4,-0.118552733,-0.034391534,0.004932934,-0.035777599,-0.101644568,0.034811916,0.366800535,0.180722892,-0.066053126,-0.106320092,0.475907782,41.9464895,-87.6471132,"Census Tract 618, Cook County, Illinois",Cook,Cook Illinois
89,89,1400000US17031061901,4,-0.069499165,-0.148630088,-0.001260175,0.046381249,-0.075423153,-0.01953205,0.293152136,0.147370279,-0.05869328,0.033782387,0.541532316,41.9432367,-87.6434599,"Census Tract 619.01, Cook County, Illinois",Cook,Cook Illinois
90,90,1400000US17031061902,4,-0.094198372,0.087789072,-0.005589028,0.066774434,0.020501283,0.108209441,0.293152136,0.147370279,-0.089498565,-0.005047366,0.540232996,41.9431822,-87.6358414,"Census Tract 619.02, Cook County, Illinois",Cook,Cook Illinois
91,91,1400000US17031062000,4,0.021072089,-0.062609713,0.010840359,-0.075078201,-0.046527536,0.034958496,0.304943419,0.233472305,0.014416967,0.051906859,0.332262113,41.9425769,-87.6470786,"Census Tract 620, Cook County, Illinois",Cook,Cook Illinois
92,92,1400000US17031062100,2,0.059481932,-0.018867925,0.004142409,-0.111684536,-0.116075753,0.111998065,0.214521452,0.174367437,-0.082522466,0.046612697,0.60106551,41.9426914,-87.6517704,"Census Tract 621, Cook County, Illinois",Cook,Cook Illinois
93,93,1400000US17031062200,4,0.105734767,0,-0.003305275,-0.199224596,-0.024550827,0.051432292,0.180894309,0.142276423,-0.033258473,-0.001400668,0.50162334,41.9425847,-87.656644,"Census Tract 622, Cook County, Illinois",Cook,Cook Illinois
94,94,1400000US17031062300,4,0.044458359,-0.061728395,-0.010623686,-0.116885965,-0.008255934,0.008528265,0.155778894,0.173366834,-0.083339283,-0.070154458,0.401064949,41.9416278,-87.6614432,"Census Tract 623, Cook County, Illinois",Cook,Cook Illinois
95,95,1400000US17031062400,4,0.259395726,0.120056497,0.010210372,-0.03014592,-0.129391101,0.021435798,0.142857143,0.212076583,-0.041393995,-0.006836218,0.362028823,41.9415556,-87.6662882,"Census Tract 624, Cook County, Illinois",Cook,Cook Illinois
96,96,1400000US17031062500,2,-0.156968877,-0.02781457,-0.007270308,-0.09400545,-0.09400545,0.080724326,0.277616279,0.172965116,-0.214812665,-0.006475754,0.38021801,41.941488,-87.6711073,"Census Tract 625, Cook County, Illinois",Cook,Cook Illinois
97,97,1400000US17031062600,5,0.770849571,0.37295082,-0.008050283,-0.075931268,-0.113934529,-0.007642117,0.23269514,0.194403535,-0.003008619,-0.087251315,0.463072097,41.9359751,-87.6709843,"Census Tract 626, Cook County, Illinois",Cook,Cook Illinois
98,98,1400000US17031062700,4,0.111294312,-0.008547009,-0.001271977,-0.086681574,-0.114860404,0.041294912,0.217283951,0.172016461,-0.090508322,-0.018081422,0.43641792,41.9360862,-87.6661103,"Census Tract 627, Cook County, Illinois",Cook,Cook Illinois
99,99,1400000US17031062800,4,0.137218045,0.008928571,0.013046347,0.019679581,-0.076990108,0.07823957,0.172705314,0.204710145,-0.043199897,-0.018662951,0.356118961,41.9361586,-87.6612648,"Census Tract 628, Cook County, Illinois",Cook,Cook Illinois
100,100,1400000US17031062900,4,0.207110609,0.016326531,-0.003448631,-0.041757541,-0.159740043,0.011384313,0.23510467,0.201825013,0.007855805,-0.038354988,0.471530947,41.936237,-87.6564113,"Census Tract 629, Cook County, Illinois",Cook,Cook Illinois
101,101,1400000US17031063000,4,0.02890355,-0.062626263,-0.00991132,0.053301474,-0.124031734,0.044690439,0.271598551,0.304190378,-0.01845431,-0.030312598,0.526447652,41.9363102,-87.6515617,"Census Tract 630, Cook County, Illinois",Cook,Cook Illinois
102,102,1400000US17031063100,4,0.044697634,-0.066442953,-0.007564045,-0.005494956,-0.100973704,-0.007533087,0.336128581,0.146051712,-0.035103499,-0.037332384,0.408906088,41.9382319,-87.6467799,"Census Tract 631, Cook County, Illinois",Cook,Cook Illinois
103,103,1400000US17031063200,4,-0.13370945,-0.074066433,0.011113252,0.014963571,-0.07849194,0.046023654,0.322269807,0.20385439,-0.07190265,-0.074616496,0.468166419,41.9389231,-87.6346726,"Census Tract 632, Cook County, Illinois",Cook,Cook Illinois
104,104,1400000US17031063301,4,-0.089951073,-0.066045868,-0.005185298,0.212292846,-0.132933233,0.02169065,0.319353363,0.151746225,-0.0609703,0.074947056,0.52943396,41.9345409,-87.6430242,"Census Tract 633.01, Cook County, Illinois",Cook,Cook Illinois
105,105,1400000US17031063302,4,0.021788485,0.006447639,-0.005185298,0.06274181,0.005771733,0.059657122,0.319353363,0.151746225,-0.080223769,-0.024584634,0.564879528,41.9347647,-87.639854,"Census Tract 633.02, Cook County, Illinois",Cook,Cook Illinois
106,106,1400000US17031063303,6,-0.453762245,-0.359983421,-0.005185298,-0.288224094,-0.138929554,0.119470313,0.319353363,0.151746225,0.023103538,0.002782407,0.530792926,41.9347312,-87.6346613,"Census Tract 633.03, Cook County, Illinois",Cook,Cook Illinois
